post_id,title,url,code,country,category,process,issue_fish_in_meat_context,issue_cheese_in_meat_context,issue_generic_swine_fish_combo,issue_wrong_no_casing_for_sausage,issue_casing_for_whole_cut,issue_generic_text,issue_dirty_title,issue_type_sir,issue_review_food_group,issue_count,recommendation
2683,"EDINBURGH POTTED HOG (KONZERVIRANO SVINJSKO MESO)",https://drycured.com/recepti-baza/edinburgh-potted-hog-konzervirano-svinjsko-meso/,MD-EDINBURGH_POTTED_HOG_KONZERVIRANO_SVINJSKO_MESO,Hrvatska,"suhomesnati proizvod",soljenje/salamurenje,YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
2684,"ŠKOTSKI HAGGIS",https://drycured.com/recepti-baza/skotski-haggis/,MD-SKOTSKI_HAGGIS,Škotska,"suhomesnati proizvod",Kuhano,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
2687,"AYRSHIRE PRESAVICA (AYRSHIRE MIDDLE CUT)",https://drycured.com/recepti-baza/ayrshire-presavica-ayrshire-middle-cut/,MD-AYRSHIRE_PRESAVICA_AYRSHIRE_MIDDLE_CUT,Škotska,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
2688,"HIGHLANDS JERKY (SUŠENA DIVLJAČ)",https://drycured.com/recepti-baza/highlands-jerky-susena-divljac/,MD-HIGHLANDS_JERKY_SUSENA_DIVLJAC,Hrvatska,jerky,sušenje,YES,NO,NO,NO,NO,YES,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
2689,"KopačkiRib Začinska Štruca",https://drycured.com/recepti-baza/kopackirib-zacinska-struca/,MD-KOPACKIRIB_ZACINSKA_STRUCA,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
2691,"Valpovačka Zimska Devenica",https://drycured.com/recepti-baza/valpovacka-zimska-devenica/,MD-VALPOVACKA_ZIMSKA_DEVENICA,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
2692,"Požeška Začinska Štruca",https://drycured.com/recepti-baza/pozeska-zacinska-struca/,MD-POZESKA_ZACINSKA_STRUCA,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
2693,"Osječki Začinski Špek",https://drycured.com/recepti-baza/osjecki-zacinski-spek/,MD-OSJECKI_ZACINSKI_SPEK,Hrvatska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + zrenje + soljenje/salamurenje",YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
2695,"Slavonsko-Brodski Ljuti Čvarci",https://drycured.com/recepti-baza/slavonsko-brodski-ljuti-cvarci/,MD-SLAVONSKO_BRODSKI_LJUTI_CVARCI,Hrvatska,"suhomesnati proizvod",Sušeno,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
2697,"Baranjska Ljuta Slavonska Kobasica",https://drycured.com/recepti-baza/baranjska-ljuta-slavonska-kobasica/,MD-BARANJSKA_LJUTA_SLAVONSKA_KOBASICA,Hrvatska,"Suha kobasica","dimljenje + sušenje",YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
2698,"Slavonska Domaća Suhomesnata Salama",https://drycured.com/recepti-baza/slavonska-domaca-suhomesnata-salama/,MD-SLAVONSKA_DOMACA_SUHOMESNATA_SALAMA,Hrvatska,"suha salama","fermentacija + sušenje",YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
2699,"Baranjska Fermenetirana Kobasica",https://drycured.com/recepti-baza/baranjska-fermenetirana-kobasica/,MD-BARANJSKA_FERMENETIRANA_KOBASICA,Hrvatska,"Suha kobasica","fermentacija + sušenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
2701,"Vukovarska Tradicionalna Kobasica",https://drycured.com/recepti-baza/vukovarska-tradicionalna-kobasica/,MD-VUKOVARSKA_TRADICIONALNA_KOBASICA,Hrvatska,"Suha kobasica","dimljenje + sušenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
2702,"Baranjski Začinski Špek s Pustara Začinima",https://drycured.com/recepti-baza/baranjski-zacinski-spek-s-pustara-zacinima/,MD-BARANJSKI_ZACINSKI_SPEK_S_PUSTARA_ZACINIMA,Hrvatska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + zrenje",YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
2704,"Osječko-Baranjski Ljuti Špek s Divljim Travama",https://drycured.com/recepti-baza/osjecko-baranjski-ljuti-spek-s-divljim-travama/,MD-OSJECKO_BARANJSKI_LJUTI_SPEK_S_DIVLJIM_TRAVAMA,Hrvatska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + zrenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
2707,"Klobása (slovačka kobasica)",https://drycured.com/recepti-baza/klobasa-slovacka-kobasica/,MD-KLOBASA_SLOVACKA_KOBASICA,Slovačka,"Suha kobasica","dimljenje + sušenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
2708,"Údené mäso (dimljeno meso)",https://drycured.com/recepti-baza/udene-maso-dimljeno-meso/,MD-UDENE_MASO_DIMLJENO_MESO,Slovačka,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
2712,"Koroška tunka",https://drycured.com/recepti-baza/koroska-tunka/,MD-KOROSKA_TUNKA,Hrvatska,"Suha kobasica","dimljenje + sušenje + zrenje + soljenje/salamurenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
2713,"Zasavska klobasa (Zasavska kobasica)",https://drycured.com/recepti-baza/zasavska-klobasa-zasavska-kobasica/,MD-ZASAVSKA_KLOBASA_ZASAVSKA_KOBASICA,Slovenija,"Suha kobasica","dimljenje + sušenje + zrenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
2714,"Prleška tünka",https://drycured.com/recepti-baza/prleska-tunka/,MD-PRLESKA_TUNKA,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
2715,"Idrijsko kosilo",https://drycured.com/recepti-baza/idrijsko-kosilo/,MD-IDRIJSKO_KOSILO,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
2717,"Savinjski želodec (Savinjski želudac)",https://drycured.com/recepti-baza/savinjski-zelodec-savinjski-zeludac/,MD-SAVINJSKI_ZELODEC_SAVINJSKI_ZELUDAC,Hrvatska,"Sušeni dimljeni cijeli komad","sušenje + zrenje + soljenje/salamurenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
2718,"Prekmurska šunka",https://drycured.com/recepti-baza/prekmurska-sunka/,MD-PREKMURSKA_SUNKA,Slovenija,"Pršut | sušena šunka","dimljenje + sušenje + zrenje + soljenje/salamurenje",NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
2722,"Crnogorska Pršuta (Njeguška pršuta)",https://drycured.com/recepti-baza/crnogorska-prsuta-njeguska-prsuta/,MD-CRNOGORSKA_PRSUTA_NJEGUSKA_PRSUTA,"Crna Gora","Pršut | sušena šunka","dimljenje + sušenje",YES,NO,YES,NO,YES,NO,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
2723,"Crnogorska Kastradina",https://drycured.com/recepti-baza/crnogorska-kastradina/,MD-CRNOGORSKA_KASTRADINA,"Crna Gora","suhomesnati proizvod","dimljenje + sušenje",YES,NO,NO,NO,NO,YES,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
2724,"PRINSKORV (ŠVEDSKE TANKE DIMLJENE KOBASICE)",https://drycured.com/recepti-baza/prinskorv-svedske-tanke-dimljene-kobasice/,MD-PRINSKORV_SVEDSKE_TANKE_DIMLJENE_KOBASICE,Švedska,"Suha kobasica",dimljenje,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
2725,"FLÄSKLÄGG (DIMLJENA SVINJSKA KOLJENICA)",https://drycured.com/recepti-baza/flasklagg-dimljena-svinjska-koljenica/,MD-FLASKLAGG_DIMLJENA_SVINJSKA_KOLJENICA,Hrvatska,"suhomesnati proizvod",dimljenje,YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
2726,"ÖLÄNDSK GETKORV (ÖLANDSKA KOZJA KOBASICA)",https://drycured.com/recepti-baza/olandsk-getkorv-olandska-kozja-kobasica/,MD-OLANDSK_GETKORV_OLANDSKA_KOZJA_KOBASICA,Hrvatska,"Suha kobasica","Dimljeno | Fermentirano | Sušeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
2727,"KRONOBERGSKORV (KRONOBERGŠKA KOBASICA)",https://drycured.com/recepti-baza/kronobergskorv-kronobergska-kobasica/,MD-KRONOBERGSKORV_KRONOBERGSKA_KOBASICA,Hrvatska,"Suha kobasica","Dimljeno | Kuhano | Sušeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
2728,"VÄRMLANDSKORV (VÄRMLANDSKA DIMLJENA KOBASICA)",https://drycured.com/recepti-baza/varmlandskorv-varmlandska-dimljena-kobasica/,MD-VARMLANDSKORV_VARMLANDSKA_DIMLJENA_KOBASICA,Hrvatska,"Suha kobasica",dimljenje,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
2729,"FALUKORV (TRADICIONALNA ŠVEDSKA KOBASICA)",https://drycured.com/recepti-baza/falukorv-tradicionalna-svedska-kobasica/,MD-FALUKORV_TRADICIONALNA_SVEDSKA_KOBASICA,Švedska,"Suha kobasica","Dimljeno | Sušeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
2730,"GRAVAD LAX (ŠVEDSKI GRAVLJENI LOSOS)",https://drycured.com/recepti-baza/gravad-lax-svedski-gravljeni-losos/,MD-GRAVAD_LAX_SVEDSKI_GRAVLJENI_LOSOS,Švedska,"marinirana/gravirana riba","sol + šećer + hladno odležavanje",NO,NO,NO,NO,NO,YES,NO,NO,YES,2,REVIEW_CATEGORY_OR_SCOPE
2732,"ISTERBAND (ŠVEDSKA FERMENTIRANA KOBASICA)",https://drycured.com/recepti-baza/isterband-svedska-fermentirana-kobasica/,MD-ISTERBAND_SVEDSKA_FERMENTIRANA_KOBASICA,Švedska,"Suha kobasica",fermentacija,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
2733,"SPICKESKINKA (ŠVEDSKA SUHA ŠUNKA)",https://drycured.com/recepti-baza/spickeskinka-svedska-suha-sunka/,MD-SPICKESKINKA_SVEDSKA_SUHA_SUNKA,Mađarska,"Pršut | sušena šunka",Sušeno,YES,NO,YES,NO,YES,NO,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
2736,"GLARNER KALBERWURST (TELEĆA KOBASICA IZ GLARUSA)",https://drycured.com/recepti-baza/glarner-kalberwurst-teleca-kobasica-iz-glarusa/,MD-GLARNER_KALBERWURST_TELECA_KOBASICA_IZ_GLARUSA,Albanija,"Suha kobasica",sušenje,YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
2737,"CHURER SALSIZ (DIVLJAČKA KOBASICA IZ CHURA)",https://drycured.com/recepti-baza/churer-salsiz-divljacka-kobasica-iz-chura/,MD-CHURER_SALSIZ_DIVLJACKA_KOBASICA_IZ_CHURA,Švicarska,"Suha kobasica","fermentacija + sušenje",YES,NO,NO,NO,NO,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
2741,"AARGAUER RÜEBLIWURST (MESNATA KOBASICA S MRKVOM)",https://drycured.com/recepti-baza/aargauer-ruebliwurst-mesnata-kobasica-s-mrkvom/,MD-AARGAUER_RUEBLIWURST_MESNATA_KOBASICA_S_MRKVOM,Švicarska,"Suha kobasica","fermentacija + sušenje",YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
2744,"WALLISER TROCKENFLEISCH (SUŠENA GOVEDINA IZ VALAISA)",https://drycured.com/recepti-baza/walliser-trockenfleisch-susena-govedina-iz-valaisa/,MD-WALLISER_TROCKENFLEISCH_SUSENA_GOVEDINA_IZ_VALAISA,Francuska,"Sušeni dimljeni cijeli komad","sušenje + soljenje/salamurenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
2745,"SALSIZ (ALPSKA SUHA KOBASICA)",https://drycured.com/recepti-baza/salsiz-alpska-suha-kobasica/,MD-SALSIZ_ALPSKA_SUHA_KOBASICA,Švicarska,"Suha kobasica","fermentacija + sušenje",YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
2746,"CULATELLO DI ZIBELLO",https://drycured.com/recepti-baza/culatello-di-zibello/,MD-CULATELLO_DI_ZIBELLO,Italija,"sušeni dio svinjskog buta","soljenje + oblikovanje + zrenje",YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
2747,"LONZINO (LOMBO)",https://drycured.com/recepti-baza/lonzino-lombo/,MD-LONZINO_LOMBO,Hrvatska,"suhomesnati proizvod","sušenje + zrenje + soljenje/salamurenje",YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
2774,"Jambon Persillé (Šunka u želeu s peršinom)",https://drycured.com/recepti-baza/jambon-persille-sunka-u-zeleu-s-persinom/,MD-JAMBON_PERSILLE_SUNKA_U_ZELEU_S_PERSINOM,Belgija,"Pršut | sušena šunka",Kuhano,NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
2778,"Čvarci s Papuka - Planinski recept",https://drycured.com/recepti-baza/cvarci-s-papuka-planinski-recept/,MD-CVARCI_S_PAPUKA_PLANINSKI_RECEPT,Hrvatska,"suhomesnati proizvod",soljeno,YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
2779,"Slavonski cviček (suhomesnati narez)",https://drycured.com/recepti-baza/slavonski-cvicek-suhomesnati-narez/,MD-SLAVONSKI_CVICEK_SUHOMESNATI_NAREZ,Hrvatska,"suhomesnati proizvod","fermentacija + sušenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3024,"Irska dimljena kobasica (Smoked Sausage)",https://drycured.com/recepti-baza/irska-dimljena-kobasica-smoked-sausage/,MD-IRSKA_DIMLJENA_KOBASICA_SMOKED_SAUSAGE,Irska,"Suha kobasica",dimljenje,YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3025,"Pršuta e Kosovës (Kosovska pršuta)",https://drycured.com/recepti-baza/prsuta-e-kosoves-kosovska-prsuta-2/,MD-PRSUTA_E_KOSOVES_KOSOVSKA_PRSUTA,Kosovo,"Pršut | sušena šunka","sušenje + zrenje + soljenje/salamurenje",NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3026,"Scharfe Edelrohwurst s povrćem na žaru",https://drycured.com/recepti-baza/scharfe-edelrohwurst-s-povrcem-na-zaru/,MD-SCHARFE_EDELROHWURST_S_POVRCEM_NA_ZARU,Hrvatska,"Suha kobasica","Fermentirano | Sušeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3028,"ZUGER HIRSCHTROCKENWURST (KOBASICA OD JELENA IZ ZUGA)",https://drycured.com/recepti-baza/zuger-hirschtrockenwurst-kobasica-od-jelena-iz-zuga-2/,MD-ZUGER_HIRSCHTROCKENWURST_KOBASICA_OD_JELENA_IZ_ZUGA,Švicarska,"Suha kobasica","fermentacija + sušenje",YES,NO,NO,NO,NO,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3029,"Tiroler Speck – tirolski sušeni dimljeni svinjski but",https://drycured.com/recepti-baza/tiroler-speck-tirolska-slanina-2/,MD-TIROLER_SPECK_TIROLSKA_SLANINA,Austrija,"Sušeni dimljeni cijeli komad","hladno dimljeno | suho soljeno | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3030,"Waldviertler Hirschsalami – salama od jelena iz Waldviertela",https://drycured.com/recepti-baza/waldviertler-hirschsalami-salama-od-jelena-iz-waldviertela-2/,MD-WALDVIERTLER_HIRSCHSALAMI_SALAMA_OD_JELENA_IZ_WALDVIERTELA,Austrija,"suha salama","Fermentirano | hladno dimljeno | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3032,"Mađarska Gyulai Kolbász – Gyulai kobasica",https://drycured.com/recepti-baza/maarska-gyulai-kolbasz-gyulai-kobasica/,MD-MADARSKA_GYULAI_KOLBASZ_GYULAI_KOBASICA,Mađarska,"Suha kobasica","hladno dimljeno | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3033,"Lukanka iz Panagyurishte – bugarska prešana suha kobasica",https://drycured.com/recepti-baza/lukanka-iz-panagyurishte/,MD-LUKANKA_IZ_PANAGYURISHTE,Bugarska,"Suha kobasica","Fermentirano | prešano | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3035,"Strandzhansko Dyado – bugarski sušeni punjeni proizvod",https://drycured.com/recepti-baza/strandzhansko-dyado/,MD-STRANDZHANSKO_DYADO,Bugarska,"Suha kobasica","Fermentirano | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3037,"Dobrudzhanski Babek – bugarski sušeni babek",https://drycured.com/recepti-baza/dobrudzhanski-babek/,MD-DOBRUDZHANSKI_BABEK,Bugarska,"Suha kobasica","Fermentirano | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3038,"Grčki Loukaniko – tradicionalna grčka kobasica",https://drycured.com/recepti-baza/grcka-tradicionalni-recepti-za-loukaniko-2/,MD-GRCKA_TRADICIONALNI_RECEPTI_ZA_LOUKANIKO,Grčka,"Suha kobasica","Fermentirano | hladno dimljeno ili sušeno",YES,NO,NO,NO,NO,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3039,"Joulukinkku – finska božićna šunka",https://drycured.com/recepti-baza/joulukinkku-bozicna-sunka-2/,MD-JOULUKINKKU_BOZICNA_SUNKA,Finska,"Pršut | sušena šunka","mokro salamureno | pečeno",NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3041,"Saucisson Sec – francuska suha kobasica",https://drycured.com/recepti-baza/saucisson-sec-suha-kobasica-2/,MD-SAUCISSON_SEC_SUHA_KOBASICA,Francuska,"Suha kobasica","Fermentirano | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3044,"Jésus de Lyon – velika lionska suha kobasica",https://drycured.com/recepti-baza/jesus-de-lyon-2/,MD-JESUS_DE_LYON,Francuska,"Suha kobasica","Fermentirano | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3045,"Rosette de Lyon – lionska suha kobasica",https://drycured.com/recepti-baza/rosette-de-lyon-2/,MD-ROSETTE_DE_LYON,Francuska,"Suha kobasica","Fermentirano | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3047,"Siglino Messinias – grčka dimljena svinjetina",https://drycured.com/recepti-baza/siglino-messinias/,MD-SIGLINO_MESSINIAS,Grčka,"Dimljeni sušeni cijeli komad","Dimljeno | soljeno | Sušeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3050,"Pancetta Maltija – malteška panceta",https://drycured.com/recepti-baza/maltezanska-panceta-pancetta-maltija-2/,MD-MALTEZANSKA_PANCETA_PANCETTA_MALTIJA,Malta,"Sušeni dimljeni cijeli komad","soljeno | Sušeno | zreno",NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3051,"Pick Szalámi – mađarski Pick salami",https://drycured.com/recepti-baza/maarski-pick-salami-pick-szalami/,MD-MADARSKI_PICK_SALAMI_PICK_SZALAMI,Mađarska,"suha salama","Fermentirano | hladno dimljeno | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3052,"Mađarska Kolbász – mađarska kobasica",https://drycured.com/recepti-baza/maarska-kobasica-kolbasz/,MD-MADARSKA_KOBASICA_KOLBASZ,Mađarska,"Suha kobasica","hladno dimljeno | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3053,"Westfälischer Knochenschinken – vestfalska šunka s kosti",https://drycured.com/recepti-baza/westfalischer-knochenschinken-vestfalska-sunka-s-kosti/,MD-WESTFALISCHER_KNOCHENSCHINKEN_VESTFALSKA_SUNKA_S_KOSTI,Njemačka,"Pršut | sušena šunka","hladno dimljeno | soljeno | Sušeno | zreno",NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3055,"Salo – ukrajinska slana svinjska slanina",https://drycured.com/recepti-baza/salo-slana-svinjeca-slanina/,MD-SALO_SLANA_SVINJECA_SLANINA,Ukrajina,"Sušeni dimljeni cijeli komad","soljeno | zreno",NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3057,"Belokranjska jagenjčara",https://drycured.com/recepti-baza/belokranjska-jagenjcara-2/,MD-BELOKRANJSKA_JAGENJCARA,Slovenija,"Suha kobasica","Dimljeno | Sušeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3058,"Sobrasada Mallorquina – majorška sobrasada",https://drycured.com/recepti-baza/sobrasada-mallorquina-majorska-sobrasada-2/,MD-SOBRASADA_MALLORQUINA_MAJORSKA_SOBRASADA,Španjolska,"Suha kobasica","Fermentirano | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3060,"Appenzeller Mostbröckli – švicarska sušena dimljena govedina",https://drycured.com/recepti-baza/appenzeller-mostbrockli-dimljena-govedina/,MD-APPENZELLER_MOSTBROCKLI_DIMLJENA_GOVEDINA,Švicarska,"Sušeni dimljeni cijeli komad","Dimljeno | soljeno | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3061,"Speck Alto Adige – južnotirolski sušeni dimljeni but",https://drycured.com/recepti-baza/speck-alto-adige-2/,MD-SPECK_ALTO_ADIGE,Italija,"Sušeni dimljeni cijeli komad","hladno dimljeno | suho soljeno | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3063,"Suxhuk – albanska suha kobasica",https://drycured.com/recepti-baza/suxhuk-albanska-suha-kobasica-2/,MD-SUXHUK_ALBANSKA_SUHA_KOBASICA,Albanija,"Suha kobasica","Fermentirano | opcionalno dimljeno | Sušeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3064,"Proshuta Shqiptare – albanska pršuta",https://drycured.com/recepti-baza/0003-proshuta-shqiptare-albanska-prsuta/,MD-PROSHUTA_SHQIPTARE_ALBANSKA_PRSUTA,Albanija,"Pršut / sušena šunka","suho soljeno | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3065,"Mish i thatë – albanska suha janjetina",https://drycured.com/recepti-baza/mish-i-thate-albanska-suha-janjetina-2/,MD-MISH_I_THATE_ALBANSKA_SUHA_JANJETINA,Albanija,"Sušeni cijeli komad","soljeno | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3066,"Kärntner Wurzelspeck – koruški sušeni dimljeni vrat",https://drycured.com/recepti-baza/karntner-wurzelspeck-koruska-korijenska-slanina-2/,MD-KARNTNER_WURZELSPECK_KORUSKA_KORIJENSKA_SLANINA,Austrija,"Sušeni dimljeni cijeli komad","Dimljeno | soljeno | Sušeno | zreno",NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3067,"Steirischer Rohschinken – štajerska sirova šunka",https://drycured.com/recepti-baza/steirischer-rohschinken-stajerska-sirova-sunka-2/,MD-STEIRISCHER_ROHSCHINKEN_STAJERSKA_SIROVA_SUNKA,Austrija,"Sirova šunka","suho soljeno | Sušeno | zreno",NO,NO,NO,NO,YES,YES,NO,YES,YES,4,REVIEW_CATEGORY_OR_SCOPE
3068,"Vorarlberger Mostbröckle – vorarlberška dimljena govedina",https://drycured.com/recepti-baza/0010-vorarlberger-mostbrockle-vorarlberska-dimljena-govedina/,MD-VORARLBERGER_MOSTBROCKLE_VORARLBERSKA_DIMLJENA_GOVEDINA,Austrija,"Sušena dimljena govedina","Dimljeno | soljeno | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3069,"Finska Meetvursti – suha kobasica",https://drycured.com/recepti-baza/finska-meetvursti-suha-kobasica-2/,MD-FINSKA_MEETVURSTI_SUHA_KOBASICA,Finska,"Suha kobasica","Dimljeno | Fermentirano | Sušeno | zreno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3070,"Filet d’Anvers – antverpski file",https://drycured.com/recepti-baza/filet-d-anvers-antverpski-file/,MD-FILET_DANVERS_ANTVERPSKI_FILE,Belgija,"Sušeni dimljeni cijeli komad","Dimljeno | soljeno | Sušeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3071,"Lard fumé de Flandre – flamanska dimljena slanina",https://drycured.com/recepti-baza/lard-fume-de-flandre-flamansko-dimljeno-salo-2/,MD-LARD_FUME_DE_FLANDRE_FLAMANSKO_DIMLJENO_SALO,Belgija,"Sušeni dimljeni cijeli komad","Dimljeno | soljeno | Sušeno",NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3073,"Collier fumé de Wallonie – dimljeni svinjski vrat iz Valonije",https://drycured.com/recepti-baza/collier-fume-de-wallonie-dimljeni-svinjski-vrat-iz-valonije-2/,MD-COLLIER_FUME_DE_WALLONIE_DIMLJENI_SVINJSKI_VRAT_IZ_VALONIJE,Belgija,"Dimljeni sušeni cijeli komad","hladno dimljeno | soljeno | Sušeno",NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
