post_id,title,url,code,valid_dcv5_profile,source_chars,heading_like_count,has_radni_sazetak,has_sastojci,has_postupak,has_crijeva_omotac,has_cesnjak,has_gotovo_je_kad,has_greske_rjesenja,has_cuvanje_posluzivanje,has_internal_or_dirty_title,likely_not_drycured_recipe,render_group
2707,"Klobása (slovačka kobasica)",https://drycured.com/recepti-baza/klobasa-slovacka-kobasica/,MD-KLOBASA_SLOVACKA_KOBASICA,NO,4343,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2708,"Údené mäso (dimljeno meso)",https://drycured.com/recepti-baza/udene-maso-dimljeno-meso/,MD-UDENE_MASO_DIMLJENO_MESO,NO,3834,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2712,"Koroška tunka",https://drycured.com/recepti-baza/koroska-tunka/,MD-KOROSKA_TUNKA,NO,4221,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2713,"Zasavska klobasa (Zasavska kobasica)",https://drycured.com/recepti-baza/zasavska-klobasa-zasavska-kobasica/,MD-ZASAVSKA_KLOBASA_ZASAVSKA_KOBASICA,NO,4243,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2714,"Prleška tünka",https://drycured.com/recepti-baza/prleska-tunka/,MD-PRLESKA_TUNKA,NO,3894,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2715,"Idrijsko kosilo",https://drycured.com/recepti-baza/idrijsko-kosilo/,MD-IDRIJSKO_KOSILO,NO,3795,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2717,"Savinjski želodec (Savinjski želudac)",https://drycured.com/recepti-baza/savinjski-zelodec-savinjski-zeludac/,MD-SAVINJSKI_ZELODEC_SAVINJSKI_ZELUDAC,NO,3567,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2718,"Prekmurska šunka",https://drycured.com/recepti-baza/prekmurska-sunka/,MD-PREKMURSKA_SUNKA,NO,3311,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2722,"Crnogorska Pršuta (Njeguška pršuta)",https://drycured.com/recepti-baza/crnogorska-prsuta-njeguska-prsuta/,MD-CRNOGORSKA_PRSUTA_NJEGUSKA_PRSUTA,NO,3330,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2723,"Crnogorska Kastradina",https://drycured.com/recepti-baza/crnogorska-kastradina/,MD-CRNOGORSKA_KASTRADINA,NO,3459,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2724,"PRINSKORV (ŠVEDSKE TANKE DIMLJENE KOBASICE)",https://drycured.com/recepti-baza/prinskorv-svedske-tanke-dimljene-kobasice/,MD-PRINSKORV_SVEDSKE_TANKE_DIMLJENE_KOBASICE,NO,4124,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2725,"FLÄSKLÄGG (DIMLJENA SVINJSKA KOLJENICA)",https://drycured.com/recepti-baza/flasklagg-dimljena-svinjska-koljenica/,MD-FLASKLAGG_DIMLJENA_SVINJSKA_KOLJENICA,NO,3704,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2726,"ÖLÄNDSK GETKORV (ÖLANDSKA KOZJA KOBASICA)",https://drycured.com/recepti-baza/olandsk-getkorv-olandska-kozja-kobasica/,MD-OLANDSK_GETKORV_OLANDSKA_KOZJA_KOBASICA,NO,4059,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2727,"KRONOBERGSKORV (KRONOBERGŠKA KOBASICA)",https://drycured.com/recepti-baza/kronobergskorv-kronobergska-kobasica/,MD-KRONOBERGSKORV_KRONOBERGSKA_KOBASICA,NO,4158,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2728,"VÄRMLANDSKORV (VÄRMLANDSKA DIMLJENA KOBASICA)",https://drycured.com/recepti-baza/varmlandskorv-varmlandska-dimljena-kobasica/,MD-VARMLANDSKORV_VARMLANDSKA_DIMLJENA_KOBASICA,NO,4166,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2729,"FALUKORV (TRADICIONALNA ŠVEDSKA KOBASICA)",https://drycured.com/recepti-baza/falukorv-tradicionalna-svedska-kobasica/,MD-FALUKORV_TRADICIONALNA_SVEDSKA_KOBASICA,NO,3977,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2730,"GRAVAD LAX (ŠVEDSKI GRAVLJENI LOSOS)",https://drycured.com/recepti-baza/gravad-lax-svedski-gravljeni-losos/,MD-GRAVAD_LAX_SVEDSKI_GRAVLJENI_LOSOS,NO,3579,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,REVIEW,FALLBACK_TO_STRUCTURE
2732,"ISTERBAND (ŠVEDSKA FERMENTIRANA KOBASICA)",https://drycured.com/recepti-baza/isterband-svedska-fermentirana-kobasica/,MD-ISTERBAND_SVEDSKA_FERMENTIRANA_KOBASICA,NO,4166,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2733,"SPICKESKINKA (ŠVEDSKA SUHA ŠUNKA)",https://drycured.com/recepti-baza/spickeskinka-svedska-suha-sunka/,MD-SPICKESKINKA_SVEDSKA_SUHA_SUNKA,NO,3418,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2736,"GLARNER KALBERWURST (TELEĆA KOBASICA IZ GLARUSA)",https://drycured.com/recepti-baza/glarner-kalberwurst-teleca-kobasica-iz-glarusa/,MD-GLARNER_KALBERWURST_TELECA_KOBASICA_IZ_GLARUSA,NO,4359,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2737,"CHURER SALSIZ (DIVLJAČKA KOBASICA IZ CHURA)",https://drycured.com/recepti-baza/churer-salsiz-divljacka-kobasica-iz-chura/,MD-CHURER_SALSIZ_DIVLJACKA_KOBASICA_IZ_CHURA,NO,4550,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2741,"AARGAUER RÜEBLIWURST (MESNATA KOBASICA S MRKVOM)",https://drycured.com/recepti-baza/aargauer-ruebliwurst-mesnata-kobasica-s-mrkvom/,MD-AARGAUER_RUEBLIWURST_MESNATA_KOBASICA_S_MRKVOM,NO,4277,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2744,"WALLISER TROCKENFLEISCH (SUŠENA GOVEDINA IZ VALAISA)",https://drycured.com/recepti-baza/walliser-trockenfleisch-susena-govedina-iz-valaisa/,MD-WALLISER_TROCKENFLEISCH_SUSENA_GOVEDINA_IZ_VALAISA,NO,3449,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2745,"SALSIZ (ALPSKA SUHA KOBASICA)",https://drycured.com/recepti-baza/salsiz-alpska-suha-kobasica/,MD-SALSIZ_ALPSKA_SUHA_KOBASICA,NO,4379,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2746,"CULATELLO DI ZIBELLO",https://drycured.com/recepti-baza/culatello-di-zibello/,MD-CULATELLO_DI_ZIBELLO,NO,3706,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2747,"LONZINO (LOMBO)",https://drycured.com/recepti-baza/lonzino-lombo/,MD-LONZINO_LOMBO,NO,3582,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2774,"Jambon Persillé (Šunka u želeu s peršinom)",https://drycured.com/recepti-baza/jambon-persille-sunka-u-zeleu-s-persinom/,MD-JAMBON_PERSILLE_SUNKA_U_ZELEU_S_PERSINOM,NO,3638,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2778,"Čvarci s Papuka - Planinski recept",https://drycured.com/recepti-baza/cvarci-s-papuka-planinski-recept/,MD-CVARCI_S_PAPUKA_PLANINSKI_RECEPT,NO,3621,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2779,"Slavonski cviček (suhomesnati narez)",https://drycured.com/recepti-baza/slavonski-cvicek-suhomesnati-narez/,MD-SLAVONSKI_CVICEK_SUHOMESNATI_NAREZ,NO,3420,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
2780,"Slavonski pikantni vrat",https://drycured.com/recepti-baza/slavonski-pikantni-vrat/,MD-SLAVONSKI_PIKANTNI_VRAT,YES,3556,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
2781,"Esencijalni slavonski sušeni vrat s divljim začinima",https://drycured.com/recepti-baza/esencijalni-slavonski-suseni-vrat-s-divljim-zacinima/,MD-ESENCIJALNI_SLAVONSKI_SUSENI_VRAT_S_DIVLJIM_ZACINIMA,YES,3440,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
2972,"Slavonski kulen (PDO EU)",https://drycured.com/recepti-baza/hr-sl-001-slavonski-kulen-pdo-eu/,HR-SL-001,YES,6032,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,DCV5_EXISTING
2973,"Kulenova seka",https://drycured.com/recepti-baza/hr-sl-002-kulenova-seka/,HR-SL-002,YES,5470,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,DCV5_EXISTING
2974,"Baranjski kulen (ZOZP EU)",https://drycured.com/recepti-baza/hr-sl-003-baranjski-kulen-zozp-eu/,HR-SL-003,YES,5742,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,DCV5_EXISTING
2975,"Đakovački kulen",https://drycured.com/recepti-baza/hr-sl-004-dakovacki-kulen/,HR-SL-004,YES,5597,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,DCV5_EXISTING
2976,"Slavonska domaća kobasica",https://drycured.com/recepti-baza/hr-sl-005-slavonska-domaca-kobasica/,HR-SL-005,YES,5855,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,DCV5_EXISTING
2977,"Srijemska kobasica (OGP)",https://drycured.com/recepti-baza/hr-sl-006-srijemska-kobasica-ogp/,HR-SL-006,YES,5797,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,DCV5_EXISTING
2979,"Baranjska kobasica",https://drycured.com/recepti-baza/hr-sl-008-baranjska-kobasica/,HR-SL-008,YES,5719,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,DCV5_EXISTING
2981,"Slavonska kobasica (ZOI EU 2023)",https://drycured.com/recepti-baza/hr-sl-010-slavonska-kobasica-zoi-eu-2023/,HR-SL-010,YES,5770,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,DCV5_EXISTING
2996,"Brodska kobasica (Slavonski Brod)",https://drycured.com/recepti-baza/hr-sl-030-brodska-kobasica-slavonski-brod/,HR-SL-030,YES,5676,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,DCV5_EXISTING
2997,"Osječka kobasica",https://drycured.com/recepti-baza/hr-sl-031-osjecka-kobasica/,HR-SL-031,YES,5815,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,DCV5_EXISTING
3000,"Slavonska domaća salama",https://drycured.com/recepti-baza/hr-sl-034-slavonska-domaca-salama/,HR-SL-034,YES,5610,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,DCV5_EXISTING
3001,"Slavonska čvarkovača (kobasica od čvaraka)",https://drycured.com/recepti-baza/hr-sl-036-slavonska-cvarkovaca-kobasica-od-cvaraka/,HR-SL-036,YES,5681,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,DCV5_EXISTING
3002,"Vinkovačka kobasica",https://drycured.com/recepti-baza/hr-sl-037-vinkovacka-kobasica/,HR-SL-037,YES,5687,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,DCV5_EXISTING
3003,"Slavonska lovačka kobasica (divljač + svinjetina)",https://drycured.com/recepti-baza/hr-sl-038-slavonska-lovacka-kobasica-divljac-svinjetina/,HR-SL-038,YES,6094,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,DCV5_EXISTING
3024,"Irska dimljena kobasica (Smoked Sausage)",https://drycured.com/recepti-baza/irska-dimljena-kobasica-smoked-sausage/,MD-IRSKA_DIMLJENA_KOBASICA_SMOKED_SAUSAGE,NO,4119,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3025,"Pršuta e Kosovës (Kosovska pršuta)",https://drycured.com/recepti-baza/prsuta-e-kosoves-kosovska-prsuta-2/,MD-PRSUTA_E_KOSOVES_KOSOVSKA_PRSUTA,NO,3433,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3026,"Scharfe Edelrohwurst s povrćem na žaru",https://drycured.com/recepti-baza/scharfe-edelrohwurst-s-povrcem-na-zaru/,MD-SCHARFE_EDELROHWURST_S_POVRCEM_NA_ZARU,NO,4360,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3027,"ENGADINER HATECLETT (SUŠENI KOZJI BUT)",https://drycured.com/recepti-baza/engadiner-hateclett-suseni-kozji-but-2/,MD-ENGADINER_HATECLETT_SUSENI_KOZJI_BUT,YES,3612,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
3028,"ZUGER HIRSCHTROCKENWURST (KOBASICA OD JELENA IZ ZUGA)",https://drycured.com/recepti-baza/zuger-hirschtrockenwurst-kobasica-od-jelena-iz-zuga-2/,MD-ZUGER_HIRSCHTROCKENWURST_KOBASICA_OD_JELENA_IZ_ZUGA,NO,4442,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3029,"Tiroler Speck – tirolski sušeni dimljeni svinjski but",https://drycured.com/recepti-baza/tiroler-speck-tirolska-slanina-2/,MD-TIROLER_SPECK_TIROLSKA_SLANINA,NO,3385,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3030,"Waldviertler Hirschsalami – salama od jelena iz Waldviertela",https://drycured.com/recepti-baza/waldviertler-hirschsalami-salama-od-jelena-iz-waldviertela-2/,MD-WALDVIERTLER_HIRSCHSALAMI_SALAMA_OD_JELENA_IZ_WALDVIERTELA,NO,4216,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3032,"Mađarska Gyulai Kolbász – Gyulai kobasica",https://drycured.com/recepti-baza/maarska-gyulai-kolbasz-gyulai-kobasica/,MD-MADARSKA_GYULAI_KOLBASZ_GYULAI_KOBASICA,NO,4374,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3033,"Lukanka iz Panagyurishte – bugarska prešana suha kobasica",https://drycured.com/recepti-baza/lukanka-iz-panagyurishte/,MD-LUKANKA_IZ_PANAGYURISHTE,NO,4189,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3035,"Strandzhansko Dyado – bugarski sušeni punjeni proizvod",https://drycured.com/recepti-baza/strandzhansko-dyado/,MD-STRANDZHANSKO_DYADO,NO,4377,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3037,"Dobrudzhanski Babek – bugarski sušeni babek",https://drycured.com/recepti-baza/dobrudzhanski-babek/,MD-DOBRUDZHANSKI_BABEK,NO,4296,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3038,"Grčki Loukaniko – tradicionalna grčka kobasica",https://drycured.com/recepti-baza/grcka-tradicionalni-recepti-za-loukaniko-2/,MD-GRCKA_TRADICIONALNI_RECEPTI_ZA_LOUKANIKO,NO,3978,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3039,"Joulukinkku – finska božićna šunka",https://drycured.com/recepti-baza/joulukinkku-bozicna-sunka-2/,MD-JOULUKINKKU_BOZICNA_SUNKA,NO,3386,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3041,"Saucisson Sec – francuska suha kobasica",https://drycured.com/recepti-baza/saucisson-sec-suha-kobasica-2/,MD-SAUCISSON_SEC_SUHA_KOBASICA,NO,4138,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3042,"Jésus de Lyon – debela suha kobasica",https://drycured.com/recepti-baza/jesus-de-lyon-debela-suha-kobasica/,MD-JESUS_DE_LYON_DEBELA_SUHA_KOBASICA,YES,4123,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
3044,"Jésus de Lyon – velika lionska suha kobasica",https://drycured.com/recepti-baza/jesus-de-lyon-2/,MD-JESUS_DE_LYON,NO,4232,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3045,"Rosette de Lyon – lionska suha kobasica",https://drycured.com/recepti-baza/rosette-de-lyon-2/,MD-ROSETTE_DE_LYON,NO,4369,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3047,"Siglino Messinias – grčka dimljena svinjetina",https://drycured.com/recepti-baza/siglino-messinias/,MD-SIGLINO_MESSINIAS,NO,3596,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3050,"Pancetta Maltija – malteška panceta",https://drycured.com/recepti-baza/maltezanska-panceta-pancetta-maltija-2/,MD-MALTEZANSKA_PANCETA_PANCETTA_MALTIJA,NO,3411,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3051,"Pick Szalámi – mađarski Pick salami",https://drycured.com/recepti-baza/maarski-pick-salami-pick-szalami/,MD-MADARSKI_PICK_SALAMI_PICK_SZALAMI,NO,4076,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3052,"Mađarska Kolbász – mađarska kobasica",https://drycured.com/recepti-baza/maarska-kobasica-kolbasz/,MD-MADARSKA_KOBASICA_KOLBASZ,NO,4204,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3053,"Westfälischer Knochenschinken – vestfalska šunka s kosti",https://drycured.com/recepti-baza/westfalischer-knochenschinken-vestfalska-sunka-s-kosti/,MD-WESTFALISCHER_KNOCHENSCHINKEN_VESTFALSKA_SUNKA_S_KOSTI,NO,3735,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3055,"Salo – ukrajinska slana svinjska slanina",https://drycured.com/recepti-baza/salo-slana-svinjeca-slanina/,MD-SALO_SLANA_SVINJECA_SLANINA,NO,3596,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3057,"Belokranjska jagenjčara",https://drycured.com/recepti-baza/belokranjska-jagenjcara-2/,MD-BELOKRANJSKA_JAGENJCARA,NO,4217,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3058,"Sobrasada Mallorquina – majorška sobrasada",https://drycured.com/recepti-baza/sobrasada-mallorquina-majorska-sobrasada-2/,MD-SOBRASADA_MALLORQUINA_MAJORSKA_SOBRASADA,NO,4399,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3060,"Appenzeller Mostbröckli – švicarska sušena dimljena govedina",https://drycured.com/recepti-baza/appenzeller-mostbrockli-dimljena-govedina/,MD-APPENZELLER_MOSTBROCKLI_DIMLJENA_GOVEDINA,NO,3473,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3061,"Speck Alto Adige – južnotirolski sušeni dimljeni but",https://drycured.com/recepti-baza/speck-alto-adige-2/,MD-SPECK_ALTO_ADIGE,NO,3610,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3063,"Suxhuk – albanska suha kobasica",https://drycured.com/recepti-baza/suxhuk-albanska-suha-kobasica-2/,MD-SUXHUK_ALBANSKA_SUHA_KOBASICA,NO,4129,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3064,"Proshuta Shqiptare – albanska pršuta",https://drycured.com/recepti-baza/0003-proshuta-shqiptare-albanska-prsuta/,MD-PROSHUTA_SHQIPTARE_ALBANSKA_PRSUTA,NO,2581,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3065,"Mish i thatë – albanska suha janjetina",https://drycured.com/recepti-baza/mish-i-thate-albanska-suha-janjetina-2/,MD-MISH_I_THATE_ALBANSKA_SUHA_JANJETINA,NO,3521,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3066,"Kärntner Wurzelspeck – koruški sušeni dimljeni vrat",https://drycured.com/recepti-baza/karntner-wurzelspeck-koruska-korijenska-slanina-2/,MD-KARNTNER_WURZELSPECK_KORUSKA_KORIJENSKA_SLANINA,NO,3448,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3067,"Steirischer Rohschinken – štajerska sirova šunka",https://drycured.com/recepti-baza/steirischer-rohschinken-stajerska-sirova-sunka-2/,MD-STEIRISCHER_ROHSCHINKEN_STAJERSKA_SIROVA_SUNKA,NO,3393,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,REVIEW,FALLBACK_TO_STRUCTURE
3068,"Vorarlberger Mostbröckle – vorarlberška dimljena govedina",https://drycured.com/recepti-baza/0010-vorarlberger-mostbrockle-vorarlberska-dimljena-govedina/,MD-VORARLBERGER_MOSTBROCKLE_VORARLBERSKA_DIMLJENA_GOVEDINA,NO,2654,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3069,"Finska Meetvursti – suha kobasica",https://drycured.com/recepti-baza/finska-meetvursti-suha-kobasica-2/,MD-FINSKA_MEETVURSTI_SUHA_KOBASICA,NO,4364,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3070,"Filet d’Anvers – antverpski file",https://drycured.com/recepti-baza/filet-d-anvers-antverpski-file/,MD-FILET_DANVERS_ANTVERPSKI_FILE,NO,3436,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3071,"Lard fumé de Flandre – flamanska dimljena slanina",https://drycured.com/recepti-baza/lard-fume-de-flandre-flamansko-dimljeno-salo-2/,MD-LARD_FUME_DE_FLANDRE_FLAMANSKO_DIMLJENO_SALO,NO,3409,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3073,"Collier fumé de Wallonie – dimljeni svinjski vrat iz Valonije",https://drycured.com/recepti-baza/collier-fume-de-wallonie-dimljeni-svinjski-vrat-iz-valonije-2/,MD-COLLIER_FUME_DE_WALLONIE_DIMLJENI_SVINJSKI_VRAT_IZ_VALONIJE,NO,3775,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3075,"Jambon d’Ardenne – ardenska šunka",https://drycured.com/recepti-baza/jambon-d-ardenne-ardenski-prsut/,MD-JAMBON_DARDENNE_ARDENSKI_PRSUT,NO,3670,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3081,"SAUCISSON D'ARDENNE (ARDENSKI KULEN)",https://drycured.com/recepti-baza/saucisson-d-ardenne-ardenski-kulen/,MD-SAUCISSON_DARDENNE_ARDENSKI_KULEN,NO,4238,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3082,"НАНИЖЕН СУДЖУК (Nanižen Sudžuk)",https://drycured.com/recepti-baza/nanizen-sudzuk/,MD-NANIZEN_SUDZUK,NO,4172,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3083,"ЕЛЕНСКИ БУТ (Elenski but)",https://drycured.com/recepti-baza/elenski-but/,MD-ELENSKI_BUT,YES,3907,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
3084,"СМЯДОВСКА ЛУКАНКА (Smyadovska lukanka)",https://drycured.com/recepti-baza/smyadovska-lukanka/,MD-SMYADOVSKA_LUKANKA,NO,4297,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3085,"СТАРОПЛАНИНСКИ ПАСТЪРМА (Staroplaninska pastrma)",https://drycured.com/recepti-baza/staroplaninska-pastrma/,MD-STAROPLANINSKA_PASTRMA,NO,3646,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3086,"Nadenitsa (Наденица)",https://drycured.com/recepti-baza/nadenitsa/,MD-NADENITSA,NO,3839,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3087,"Rulopep (Рулопеп)",https://drycured.com/recepti-baza/rulopep/,MD-RULOPEP,NO,3679,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3088,"Katino Meze (Катино мезе)",https://drycured.com/recepti-baza/katino-meze/,MD-KATINO_MEZE,NO,3678,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3089,"Drobsarma (Дробсарма)",https://drycured.com/recepti-baza/drobsarma/,MD-DROBSARMA,NO,4277,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3090,"Maleshevska Babichka (Малешевска бабичка)",https://drycured.com/recepti-baza/maleshevska-babichka/,MD-MALESHEVSKA_BABICHKA,NO,3957,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3091,"Kraishte Pastarma (Краищенска пастърма)",https://drycured.com/recepti-baza/kraishte-pastarma/,MD-KRAISHTE_PASTARMA,NO,3928,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3092,"Lukanka (Луканка)",https://drycured.com/recepti-baza/lukanka/,MD-LUKANKA,NO,4035,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3093,"Sudjuk (Суджук)",https://drycured.com/recepti-baza/sudjuk/,MD-SUDJUK,NO,4197,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3094,"Elena filet (Еленски филе)",https://drycured.com/recepti-baza/elena-filet/,MD-ELENA_FILET,YES,3606,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
