post_id,status,title,url,country,category,process,post_content_bytes,full_markdown_bytes,sections_bytes,data_bytes,content_has_markers,meta_has_markers,frontend_checked,frontend_http_code,frontend_bytes,frontend_has_markers,frontend_title_hits,risk_class
2618,draft,"KIEŁBASA WĘDZONA (DIMLJENA POLJSKA KOBASICA)",https://drycured.com/?post_type=dry_recipe&p=2618,Poljska,Kobasica,Dimljeno|soljeno,85,0,0,2462,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2619,private,"POLĘDWICA SOPOCKA (SUŠENA SVINJSKA PEČENICA)",https://drycured.com/?post_type=dry_recipe&p=2619,Poljska,"svježa kobasica za pečenje","dimljenje + sušenje + soljenje/salamurenje",3642,3642,0,2630,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2620,publish,"SZYNKA WĘDZONA (DIMLJENA ŠUNKA)",https://drycured.com/recepti-baza/szynka-wedzona-dimljena-sunka/,Poljska,"Pršut|sušena šunka","dimljenje + sušenje + zrenje + soljenje/salamurenje",3470,3470,0,2782,YES,YES,YES,200,304573,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2621,publish,"BOCZEK WĘDZONY (DIMLJENA SLANINA)",https://drycured.com/recepti-baza/boczek-wedzony-dimljena-slanina/,Poljska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + zrenje + soljenje/salamurenje",3467,3467,0,2718,YES,YES,YES,200,304593,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2622,publish,"Chouriço Tradicional Português (Tradicionalna portugalska kobasica)",https://drycured.com/recepti-baza/chourico-tradicional-portugues-tradicionalna-portugalska-kobasica/,Portugal,"Suha kobasica","fermentacija + dimljenje + sušenje",4224,4224,0,1626,YES,YES,YES,200,305555,YES,6,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2623,publish,"Presunto Português (Portugalska pršuta)",https://drycured.com/recepti-baza/presunto-portugues-portugalska-prsuta/,Portugal,"Pršut|sušena šunka","sušenje + zrenje + soljenje/salamurenje",3526,3526,0,1287,YES,YES,YES,200,304745,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2624,publish,"Paio Alentejano (Alentejanska kobasica)",https://drycured.com/recepti-baza/paio-alentejano-alentejanska-kobasica/,Hrvatska,"Suha kobasica","fermentacija + dimljenje + sušenje",4379,4379,0,1473,YES,YES,YES,200,304855,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2625,publish,"Farinheira Alentejana (Kobasica s brašnom iz Alenteja)",https://drycured.com/recepti-baza/farinheira-alentejana-kobasica-s-brasnom-iz-alenteja/,Portugal,"Suha kobasica","dimljenje + sušenje",4497,4497,0,1725,YES,YES,YES,200,305190,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2626,pending,"Presunto de Porco Preto (Pršut od Crne Iberijske Svinje)",https://drycured.com/?post_type=dry_recipe&p=2626,,,,96,0,0,2357,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2627,publish,"Chouriço de Vinho (Kobasica s Vinom)",https://drycured.com/recepti-baza/chourico-de-vinho-kobasica-s-vinom/,Hrvatska,"Suha kobasica","dimljenje + sušenje + zrenje",4221,4221,0,2416,YES,YES,YES,200,304684,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2628,publish,"Paio do Alentejo (Alentejo Dimljena Kobasica)",https://drycured.com/recepti-baza/paio-do-alentejo-alentejo-dimljena-kobasica/,Hrvatska,"Suha kobasica","dimljenje + sušenje + zrenje",4195,4195,0,2493,YES,YES,YES,200,304893,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2629,publish,"Alheira de Mirandela (Kobasica iz Mirandele)",https://drycured.com/recepti-baza/alheira-de-mirandela-kobasica-iz-mirandele/,Portugal,"Suha kobasica","dimljenje + sušenje",4299,4299,0,2498,YES,YES,YES,200,304886,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2630,pending,"Dalmatinski Pršut (Pršut s Kaštelanskog polja)",https://drycured.com/?post_type=dry_recipe&p=2630,,,,88,0,0,704,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2631,publish,"Rovinjska Kobasica",https://drycured.com/recepti-baza/rovinjska-kobasica/,Hrvatska,"Suha kobasica","fermentacija + sušenje",3869,3869,0,912,YES,YES,YES,200,304406,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2632,publish,"Krčki Sir-Kobasica",https://drycured.com/recepti-baza/krcki-sir-kobasica/,Hrvatska,"Suha kobasica","dimljenje + zrenje",3928,3928,0,885,YES,YES,YES,200,304573,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2633,publish,"Senjska Šunka",https://drycured.com/recepti-baza/senjska-sunka/,Hrvatska,"Pršut|sušena šunka",sušenje,3242,3242,0,832,YES,YES,YES,200,304115,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2634,pending,"Povijesni kontekst suhomesnatih proizvoda u Podravini",https://drycured.com/?post_type=dry_recipe&p=2634,,,,207,0,0,870,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2635,pending,"Dubinska analiza odabranih recepata",https://drycured.com/?post_type=dry_recipe&p=2635,,,,74,0,0,725,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2636,pending,"Izazovi očuvanja tradicije",https://drycured.com/?post_type=dry_recipe&p=2636,,,,66,0,0,667,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2637,publish,"Tradicionalni Thüringer Schinken (Tirinška šunka)",https://drycured.com/recepti-baza/tradicionalni-thuringer-schinken-tirinska-sunka/,Nepoznato,"Pršut|sušena šunka","dimljenje + sušenje + soljenje/salamurenje",3450,3450,0,1260,YES,YES,YES,200,305049,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2638,publish,"Bavarski Bierschinken (Šunka od piva)",https://drycured.com/recepti-baza/bavarski-bierschinken-sunka-od-piva/,Njemačka,"Pršut|sušena šunka",dimljenje,3510,3510,0,1405,YES,YES,YES,200,304657,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2639,draft,"Zalatina (Ζαλατίνα) - Ciparski hladetinasti svinjski narezak",https://drycured.com/?post_type=dry_recipe&p=2639,Cipar,Ostalo,Kuhano,107,0,0,1442,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2640,pending,"Lountza Kafteri (Λούντζα Καυτερή) - Ljuta dimljena svinjska vratina",https://drycured.com/?post_type=dry_recipe&p=2640,,,,120,0,0,1616,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2641,pending,"Posyrti (Ποσυρτή) - Ciparska suha kobasica s divljim biljem",https://drycured.com/?post_type=dry_recipe&p=2641,,,,105,0,0,1909,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2642,draft,"Afelia Pastarma (Αφέλια Παστάρμα) - Ciparska marinirana goveđa pisanica",https://drycured.com/?post_type=dry_recipe&p=2642,Cipar,Ostalo,soljeno|Sušeno,125,0,0,1986,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2643,pending,"Ofto Lountza (Οφτή Λούντζα) - Ciparska zračno sušena janjetina",https://drycured.com/?post_type=dry_recipe&p=2643,,,,114,0,0,1893,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2644,private,"Fažanski morski salamur (Specijalitet s morskom travom)",https://drycured.com/?post_type=dry_recipe&p=2644,Hrvatska,"svježa kobasica za pečenje","sušenje + soljenje/salamurenje",3480,3480,0,889,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2645,publish,"Viganjska kobasica od divlje svinje s tavom",https://drycured.com/recepti-baza/viganjska-kobasica-od-divlje-svinje-s-tavom/,Hrvatska,"Suha kobasica","dimljenje + sušenje",3953,3953,0,1018,YES,YES,YES,200,304885,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2646,private,"Bujski janjetinski specijalitet s lavandom",https://drycured.com/?post_type=dry_recipe&p=2646,Hrvatska,"svježa kobasica za pečenje",sušenje,3458,3458,0,992,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2647,private,"Pazinski specijalitet od kozjeg mesa s kestenom",https://drycured.com/?post_type=dry_recipe&p=2647,Hrvatska,"svježa kobasica za pečenje",sušenje,3432,3432,0,941,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2648,private,"Rovinjski specijalitet od sardele s ružom",https://drycured.com/?post_type=dry_recipe&p=2648,Hrvatska,"svježa kobasica za pečenje",sušenje,3407,3407,0,1002,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2649,pending,"Stara Koprivnička Salama ""Šokačka Priča""",https://drycured.com/?post_type=dry_recipe&p=2649,,,,83,0,0,1101,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2650,pending,"Virovski ""Živi Čvarci""",https://drycured.com/?post_type=dry_recipe&p=2650,,,,63,0,0,918,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2651,pending,"Ludbreška ""Tajna Kobasica""",https://drycured.com/?post_type=dry_recipe&p=2651,,,,66,0,0,1055,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2652,pending,"Đurđevački ""Zaboravljeni Š(p)ek""",https://drycured.com/?post_type=dry_recipe&p=2652,,,,75,0,0,976,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2653,pending,"Pitomački ""Divlji Kulen""",https://drycured.com/?post_type=dry_recipe&p=2653,,,,64,0,0,987,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2654,pending,"Pregradski ""Šumski Šaptat""",https://drycured.com/?post_type=dry_recipe&p=2654,,,,67,0,0,1053,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2655,pending,"Križevački ""Začinski Vjetar""",https://drycured.com/?post_type=dry_recipe&p=2655,,,,70,0,0,1047,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2656,pending,"Našički ""Ratarski Sjećaj""",https://drycured.com/?post_type=dry_recipe&p=2656,,,,67,0,0,1033,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2657,pending,"Draževački ""Veteranski Sjećaj""",https://drycured.com/?post_type=dry_recipe&p=2657,,,,72,0,0,1025,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2658,pending,"Kalničkog ""Gorski Trag""",https://drycured.com/?post_type=dry_recipe&p=2658,,,,63,0,0,1029,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2659,pending,"Podravski ""Zaboravljeni Vrbovec""",https://drycured.com/?post_type=dry_recipe&p=2659,,,,71,0,0,1034,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2660,pending,"Koprivnički ""Seoski Izvor""",https://drycured.com/?post_type=dry_recipe&p=2660,,,,66,0,0,1065,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2661,pending,"Đurđevački ""Ribarski Sjaj""",https://drycured.com/?post_type=dry_recipe&p=2661,,,,68,0,0,1040,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2662,pending,"Ludbreški ""Planinski Trag""",https://drycured.com/?post_type=dry_recipe&p=2662,,,,66,0,0,1024,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2663,pending,"Virovski ""Šumski Biseri""",https://drycured.com/?post_type=dry_recipe&p=2663,,,,64,0,0,1028,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2664,publish,"BABIC (Tradicionalna babić kobasica)",https://drycured.com/recepti-baza/babic-tradicionalna-babic-kobasica/,Hrvatska,"Suha kobasica",sušenje,4432,4432,0,2545,YES,YES,YES,200,304873,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2665,publish,"MUȘCHI ȚIGĂNESC (Ciganski vrat)",https://drycured.com/recepti-baza/muschi-tiganesc-ciganski-vrat/,Rumunjska,"suhomesnati proizvod",sušenje,3869,3869,0,2434,YES,YES,YES,200,304680,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2666,publish,"CÂRNAȚI DE BURDUF (Sirnate kobasice)",https://drycured.com/recepti-baza/carnati-de-burduf-sirnate-kobasice/,Rumunjska,"Suha kobasica",sušenje,4285,4285,0,2289,YES,YES,YES,200,304847,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2667,publish,"ȘUNCĂ DE MANGALIȚA AFUMATĂ (Dimljena mangulica šunka)",https://drycured.com/recepti-baza/sunca-de-mangalita-afumata-dimljena-mangulica-sunka/,Rumunjska,"Pršut|sušena šunka","dimljenje + sušenje + soljenje/salamurenje",3829,3829,0,2518,YES,YES,YES,200,305121,YES,6,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2668,publish,"CÂRNAŢI DE PLEŞCOI (Pleščojske kobasice)",https://drycured.com/recepti-baza/carnati-de-plescoi-plescojske-kobasice/,Rumunjska,"Suha kobasica","mljevenje + punjenje + dimljenje/sušenje",4270,4270,0,2387,YES,YES,YES,200,305005,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2669,private,"TOBĂ (Tradidicionalna rumunjska tlačenica)",https://drycured.com/?post_type=dry_recipe&p=2669,Rumunjska,hladetina|tlačenica,Kuhano,3548,3548,0,2929,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2670,publish,"GHIUDEM (Suha kobasica od ovčetine)",https://drycured.com/recepti-baza/ghiudem-suha-kobasica-od-ovcetine/,Hrvatska,"Suha kobasica",sušenje,4177,4177,0,2387,YES,YES,YES,200,304692,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2671,draft,"Basturma (Бастурма - Začinjeno sušeno goveđe meso)",https://drycured.com/?post_type=dry_recipe&p=2671,Rusija,Ostalo,Sušeno,100,0,0,3312,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2672,draft,"Koryushka (Корюшка - Dimljena mala riba)",https://drycured.com/?post_type=dry_recipe&p=2672,Rusija,Ostalo,Dimljeno|Sušeno,86,0,0,2735,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2673,draft,"Svinaya Vyrezka (Свиная вырезка - Sušeni svinjski file)",https://drycured.com/?post_type=dry_recipe&p=2673,Rusija,Ostalo,Sušeno,108,0,0,3033,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2674,draft,"Vetchina (Ветчина - Domaća kuhana šunka)",https://drycured.com/?post_type=dry_recipe&p=2674,Rusija,Šunka,Dimljeno|Kuhano,88,0,0,3647,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2675,pending,Sadržaj,https://drycured.com/?post_type=dry_recipe&p=2675,,,,47,0,0,607,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2676,pending,"Napomena o danskoj Medister kobasici",https://drycured.com/?post_type=dry_recipe&p=2676,,,,75,0,0,682,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2677,pending,"? Savjeti za serviranje:",https://drycured.com/?post_type=dry_recipe&p=2677,,,,63,0,0,653,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2678,draft,"Sastojci za 4 kg smjese:",https://drycured.com/?post_type=dry_recipe&p=2678,Skandinavija,Ostalo,Sušeno,63,0,0,1665,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2679,pending,"Napomena o belgijskom Boudin Blanc",https://drycured.com/?post_type=dry_recipe&p=2679,,,,73,0,0,682,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2680,draft,"ŠKOTSKI STOVIES MEAT (KONZERVIRANO USOLJENO MESO)",https://drycured.com/?post_type=dry_recipe&p=2680,Škotska,Ostalo,Kuhano,89,0,0,1451,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2681,private,"FORFAR BRIDIE (ŠKOTSKA MESNA PAŠTETA)",https://drycured.com/?post_type=dry_recipe&p=2681,Škotska,"kuhana jetrena kobasica ili pašteta",Sušeno,3808,3808,0,1623,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2682,publish,"HIGHLAND VENISON HAM (DIMLJENA ŠUNKA OD JELENA)",https://drycured.com/recepti-baza/highland-venison-ham-dimljena-sunka-od-jelena/,Bugarska,"Pršut|sušena šunka","dimljenje + sušenje + zrenje + soljenje/salamurenje",3736,3736,0,1671,YES,YES,YES,200,304775,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2683,publish,"EDINBURGH POTTED HOG (KONZERVIRANO SVINJSKO MESO)",https://drycured.com/recepti-baza/edinburgh-potted-hog-konzervirano-svinjsko-meso/,Hrvatska,"suhomesnati proizvod",soljenje/salamurenje,3964,3964,0,1887,YES,YES,YES,200,304907,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2684,publish,"ŠKOTSKI HAGGIS",https://drycured.com/recepti-baza/skotski-haggis/,Škotska,"suhomesnati proizvod",Kuhano,3665,3665,0,1341,YES,YES,YES,200,304327,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2685,private,"ŠKOTSKI BLACK PUDDING (KRVAVICA)",https://drycured.com/?post_type=dry_recipe&p=2685,Škotska,"suhomesnati proizvod",Kuhano,3751,3751,0,1448,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2687,publish,"AYRSHIRE PRESAVICA (AYRSHIRE MIDDLE CUT)",https://drycured.com/recepti-baza/ayrshire-presavica-ayrshire-middle-cut/,Škotska,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",3761,3761,0,1286,YES,YES,YES,200,304700,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2688,publish,"HIGHLANDS JERKY (SUŠENA DIVLJAČ)",https://drycured.com/recepti-baza/highlands-jerky-susena-divljac/,Hrvatska,jerky,sušenje,3760,3760,0,2200,YES,YES,YES,200,304625,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2689,publish,"KopačkiRib Začinska Štruca",https://drycured.com/recepti-baza/kopackirib-zacinska-struca/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",3544,3544,0,1185,YES,YES,YES,200,304659,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2690,pending,"Đakovačka Pihtijana Kobasica",https://drycured.com/?post_type=dry_recipe&p=2690,,,,69,0,0,668,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2691,publish,"Valpovačka Zimska Devenica",https://drycured.com/recepti-baza/valpovacka-zimska-devenica/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",3487,3487,0,1079,YES,YES,YES,200,304555,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2692,publish,"Požeška Začinska Štruca",https://drycured.com/recepti-baza/pozeska-zacinska-struca/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",3486,3486,0,1114,YES,YES,YES,200,304576,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2693,publish,"Osječki Začinski Špek",https://drycured.com/recepti-baza/osjecki-zacinski-spek/,Hrvatska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + zrenje + soljenje/salamurenje",3442,3442,0,973,YES,YES,YES,200,304375,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2694,publish,"Požeški Pikantni Vrat",https://drycured.com/recepti-baza/pozeski-pikantni-vrat/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",3573,3573,0,977,YES,YES,YES,200,351052,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2695,publish,"Slavonsko-Brodski Ljuti Čvarci",https://drycured.com/recepti-baza/slavonsko-brodski-ljuti-cvarci/,Hrvatska,"suhomesnati proizvod",Sušeno,3568,3568,0,935,YES,YES,YES,200,304663,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2696,publish,"Nasički Fermentirani Vrat",https://drycured.com/recepti-baza/nasicki-fermentirani-vrat/,Hrvatska,"suhomesnati proizvod","fermentacija + sušenje",3552,3552,0,929,YES,YES,YES,200,350649,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2697,publish,"Baranjska Ljuta Slavonska Kobasica",https://drycured.com/recepti-baza/baranjska-ljuta-slavonska-kobasica/,Hrvatska,"Suha kobasica","dimljenje + sušenje",3937,3937,0,1133,YES,YES,YES,200,304746,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2698,publish,"Slavonska Domaća Suhomesnata Salama",https://drycured.com/recepti-baza/slavonska-domaca-suhomesnata-salama/,Hrvatska,"suha salama","fermentacija + sušenje",3972,3972,0,1046,YES,YES,YES,200,304799,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2699,publish,"Baranjska Fermenetirana Kobasica",https://drycured.com/recepti-baza/baranjska-fermenetirana-kobasica/,Hrvatska,"Suha kobasica","fermentacija + sušenje",3849,3849,0,1099,YES,YES,YES,200,304703,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2700,private,"Osječka Specijalna Suhomesnata Salama",https://drycured.com/?post_type=dry_recipe&p=2700,Hrvatska,"svježa kobasica za pečenje","fermentacija + sušenje",3504,3504,0,1054,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2701,publish,"Vukovarska Tradicionalna Kobasica",https://drycured.com/recepti-baza/vukovarska-tradicionalna-kobasica/,Hrvatska,"Suha kobasica","dimljenje + sušenje",3823,3823,0,1024,YES,YES,YES,200,304730,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2702,publish,"Baranjski Začinski Špek s Pustara Začinima",https://drycured.com/recepti-baza/baranjski-zacinski-spek-s-pustara-zacinima/,Hrvatska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + zrenje",3409,3409,0,1167,YES,YES,YES,200,304790,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2703,publish,"Erdutski Fermentirani Vrat s Podunavskim Začinima",https://drycured.com/recepti-baza/erdutski-fermentirani-vrat-s-podunavskim-zacinima/,Hrvatska,"suhomesnati proizvod","fermentacija + sušenje",3705,3705,0,1150,YES,YES,YES,200,352337,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2704,publish,"Osječko-Baranjski Ljuti Špek s Divljim Travama",https://drycured.com/recepti-baza/osjecko-baranjski-ljuti-spek-s-divljim-travama/,Hrvatska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + zrenje",3343,3343,0,1139,YES,YES,YES,200,304864,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2705,publish,"Vukovarski Fermentirani Vrat s Podunavskim Začinima",https://drycured.com/recepti-baza/vukovarski-fermentirani-vrat-s-podunavskim-zacinima/,Hrvatska,"suhomesnati proizvod","fermentacija + sušenje",3678,3678,0,1155,YES,YES,YES,200,352397,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2706,private,"Tradicijski Baranjski Specijalni Fermentirani Špek",https://drycured.com/?post_type=dry_recipe&p=2706,Hrvatska,"svježa kobasica za pečenje","fermentacija + dimljenje + sušenje + zrenje",3512,3512,0,1149,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2707,publish,"Klobása (slovačka kobasica)",https://drycured.com/recepti-baza/klobasa-slovacka-kobasica/,Slovačka,"Suha kobasica","dimljenje + sušenje",4343,4343,0,2428,YES,YES,YES,200,304626,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2708,publish,"Údené mäso (dimljeno meso)",https://drycured.com/recepti-baza/udene-maso-dimljeno-meso/,Slovačka,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",3834,3834,0,2289,YES,YES,YES,200,304545,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2709,private,"Huspenina (slovačka hladetina)",https://drycured.com/?post_type=dry_recipe&p=2709,Slovačka,hladetina|tlačenica,Kuhano,3556,3556,0,2705,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2710,private,"Jaternice (slovačke krvavice)",https://drycured.com/?post_type=dry_recipe&p=2710,Slovačka,"suhomesnati proizvod",soljenje/salamurenje,4069,4069,0,2613,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2711,private,"Posoška bunka",https://drycured.com/?post_type=dry_recipe&p=2711,Slovenija,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",3528,3528,0,2498,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2712,publish,"Koroška tunka",https://drycured.com/recepti-baza/koroska-tunka/,Hrvatska,"Suha kobasica","dimljenje + sušenje + zrenje + soljenje/salamurenje",4221,4221,0,2388,YES,YES,YES,200,304268,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2713,publish,"Zasavska klobasa (Zasavska kobasica)",https://drycured.com/recepti-baza/zasavska-klobasa-zasavska-kobasica/,Slovenija,"Suha kobasica","dimljenje + sušenje + zrenje",4243,4243,0,2552,YES,YES,YES,200,304793,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2714,publish,"Prleška tünka",https://drycured.com/recepti-baza/prleska-tunka/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",3894,3894,0,2503,YES,YES,YES,200,304318,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2715,publish,"Idrijsko kosilo",https://drycured.com/recepti-baza/idrijsko-kosilo/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",3795,3795,0,2576,YES,YES,YES,200,304304,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2716,private,"Dolenjska tlačenka (prezvuršt)",https://drycured.com/?post_type=dry_recipe&p=2716,Hrvatska,hladetina|tlačenica,Dimljeno|Kuhano,3495,3495,0,2816,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2717,publish,"Savinjski želodec (Savinjski želudac)",https://drycured.com/recepti-baza/savinjski-zelodec-savinjski-zeludac/,Hrvatska,"Sušeni dimljeni cijeli komad","sušenje + zrenje + soljenje/salamurenje",3567,3567,0,2345,YES,YES,YES,200,304691,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2718,publish,"Prekmurska šunka",https://drycured.com/recepti-baza/prekmurska-sunka/,Slovenija,"Pršut|sušena šunka","dimljenje + sušenje + zrenje + soljenje/salamurenje",3311,3311,0,2288,YES,YES,YES,200,304268,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2719,pending,"Zgornjesavinjski želodec",https://drycured.com/?post_type=dry_recipe&p=2719,,,,64,0,0,2363,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2720,draft,"Lomo Embuchado - Začinjena Suha Svinjska Leđa",https://drycured.com/?post_type=dry_recipe&p=2720,Španjolska,Ostalo,soljeno|Sušeno,86,0,0,3507,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2721,pending,"Cecina de León - Sušena Goveđa Cecina",https://drycured.com/?post_type=dry_recipe&p=2721,,,,79,0,0,3492,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2722,publish,"Crnogorska Pršuta (Njeguška pršuta)",https://drycured.com/recepti-baza/crnogorska-prsuta-njeguska-prsuta/,"Crna Gora","Pršut|sušena šunka","dimljenje + sušenje",3330,3330,0,910,YES,YES,YES,200,304627,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2723,publish,"Crnogorska Kastradina",https://drycured.com/recepti-baza/crnogorska-kastradina/,"Crna Gora","suhomesnati proizvod","dimljenje + sušenje",3459,3459,0,987,YES,YES,YES,200,304495,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
