post_id,title,url,post_status,detected_type,confidence,score_ground,score_whole,score_thermal,score_fish,has_granulation,has_fat_handling,has_casing,has_brine_or_cure,has_thermal_process,has_thermal_params,has_cold_chain,has_smoking,has_drying,has_aging,has_phase_time_or_params,has_nitrite,has_nitrite_note,has_fallback_internal,has_problem_signal,has_solution_signal,public_fetch_status,public_fetch_error,audit_status,public_update_gate,block_reasons,v1_1_final_type,v1_1_type_source,v1_1_type_reason,v1_1_public_update_gate,v1_1_block_reasons,v1_1_work_priority
2630,Dalmatinski Pršut (Pršut s Kaštelanskog polja),https://drycured.com/?post_type=dry_recipe&p=2630,pending,WHOLE_CUT,low,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,TYPE_CONFLICT_NEEDS_REVIEW,FAIL,WHOLE_CUT_MISSING_CURE_OR_BRINE;PHASE_MISSING_TIME_OR_PARAMS,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:prsut,FAIL,WHOLE_CUT_MISSING_CURE_OR_BRINE;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2631,Rovinjska Kobasica,https://drycured.com/recepti-baza/rovinjska-kobasica/,publish,GROUND_MEAT_OR_CASING,high,8,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2632,Krčki Sir-Kobasica,https://drycured.com/recepti-baza/krcki-sir-kobasica/,publish,GROUND_MEAT_OR_CASING,high,8,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2633,Senjska Šunka,https://drycured.com/recepti-baza/senjska-sunka/,publish,WHOLE_CUT,high,5,8,0,2,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:sunka,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2634,Povijesni kontekst suhomesnatih proizvoda u Podravini,https://drycured.com/?post_type=dry_recipe&p=2634,pending,NEEDS_CLASSIFICATION,none,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2635,Dubinska analiza odabranih recepata,https://drycured.com/?post_type=dry_recipe&p=2635,pending,NEEDS_CLASSIFICATION,none,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2636,Izazovi očuvanja tradicije,https://drycured.com/?post_type=dry_recipe&p=2636,pending,NEEDS_CLASSIFICATION,none,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2637,Tradicionalni Thüringer Schinken (Tirinška šunka),https://drycured.com/recepti-baza/tradicionalni-thuringer-schinken-tirinska-sunka/,publish,WHOLE_CUT,high,5,8,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,"WHOLE_CUT_TITLE:schinken,sunka",FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2638,Bavarski Bierschinken (Šunka od piva),https://drycured.com/recepti-baza/bavarski-bierschinken-sunka-od-piva/,publish,WHOLE_CUT,high,5,8,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,"WHOLE_CUT_TITLE:schinken,sunka",FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2639,Zalatina (Ζαλατίνα) &#8211; Ciparski hladetinasti svinjski narezak,https://drycured.com/?post_type=dry_recipe&p=2639,draft,NEEDS_CLASSIFICATION,none,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION,THERMAL_PROCESSED,RECLASSIFY,THERMAL_TITLE:hladetina,FAIL,NEEDS_CLASSIFICATION;THERMAL_MISSING_TEMP_OR_DURATION,C_NONPUBLIC_BLOCKED
2640,Lountza Kafteri (Λούντζα Καυτερή) &#8211; Ljuta dimljena svinjska vratina,https://drycured.com/?post_type=dry_recipe&p=2640,pending,WHOLE_CUT,low,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,TYPE_CONFLICT_NEEDS_REVIEW,FAIL,WHOLE_CUT_MISSING_CURE_OR_BRINE;PHASE_MISSING_TIME_OR_PARAMS,WHOLE_CUT,KEEP,"WHOLE_CUT_TITLE:vratina,lountza",FAIL,WHOLE_CUT_MISSING_CURE_OR_BRINE;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2641,Posyrti (Ποσυρτή) &#8211; Ciparska suha kobasica s divljim biljem,https://drycured.com/?post_type=dry_recipe&p=2641,pending,GROUND_MEAT_OR_CASING,medium,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PHASE_MISSING_TIME_OR_PARAMS,WHOLE_CUT,RECLASSIFY,WHOLE_CUT_TITLE:posyrti,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PHASE_MISSING_TIME_OR_PARAMS;WHOLE_CUT_MISSING_CURE_OR_BRINE,C_NONPUBLIC_BLOCKED
2642,Afelia Pastarma (Αφέλια Παστάρμα) &#8211; Ciparska marinirana goveđa pisanica,https://drycured.com/?post_type=dry_recipe&p=2642,draft,NEEDS_CLASSIFICATION,none,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION,C_NONPUBLIC_BLOCKED
2643,Ofto Lountza (Οφτή Λούντζα) &#8211; Ciparska zračno sušena janjetina,https://drycured.com/?post_type=dry_recipe&p=2643,pending,NEEDS_CLASSIFICATION,none,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,WHOLE_CUT,RECLASSIFY,WHOLE_CUT_TITLE:lountza,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS;WHOLE_CUT_MISSING_CURE_OR_BRINE,C_NONPUBLIC_BLOCKED
2644,Privatno: Fažanski morski salamur (Specijalitet s morskom travom),https://drycured.com/?post_type=dry_recipe&p=2644,private,GROUND_MEAT_OR_CASING,high,8,2,5,2,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING,FISH_OR_SEAFOOD,RECLASSIFY,FISH_TITLE:morski,FAIL,GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2645,Viganjska kobasica od divlje svinje s tavom,https://drycured.com/recepti-baza/viganjska-kobasica-od-divlje-svinje-s-tavom/,publish,GROUND_MEAT_OR_CASING,high,8,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2646,Privatno: Bujski janjetinski specijalitet s lavandom,https://drycured.com/?post_type=dry_recipe&p=2646,private,GROUND_MEAT_OR_CASING,high,7,1,5,2,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2647,Privatno: Pazinski specijalitet od kozjeg mesa s kestenom,https://drycured.com/?post_type=dry_recipe&p=2647,private,GROUND_MEAT_OR_CASING,high,7,1,5,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2648,Privatno: Rovinjski specijalitet od sardele s ružom,https://drycured.com/?post_type=dry_recipe&p=2648,private,GROUND_MEAT_OR_CASING,high,7,1,5,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2649,Stara Koprivnička Salama &#8220;Šokačka Priča&#8221;,https://drycured.com/?post_type=dry_recipe&p=2649,pending,GROUND_MEAT_OR_CASING,medium,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PHASE_MISSING_TIME_OR_PARAMS,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2650,Virovski &#8220;Živi Čvarci&#8221;,https://drycured.com/?post_type=dry_recipe&p=2650,pending,NEEDS_CLASSIFICATION,none,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2651,Ludbreška &#8220;Tajna Kobasica&#8221;,https://drycured.com/?post_type=dry_recipe&p=2651,pending,GROUND_MEAT_OR_CASING,low,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,,TYPE_CONFLICT_NEEDS_REVIEW,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PHASE_MISSING_TIME_OR_PARAMS,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2652,Đurđevački &#8220;Zaboravljeni Š(p)ek&#8221;,https://drycured.com/?post_type=dry_recipe&p=2652,pending,NEEDS_CLASSIFICATION,none,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2653,Pitomački &#8220;Divlji Kulen&#8221;,https://drycured.com/?post_type=dry_recipe&p=2653,pending,NEEDS_CLASSIFICATION,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,GROUND_MEAT_OR_CASING,RECLASSIFY,GROUND_TITLE:kulen,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS;GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;GROUND_MISSING_CASING,C_NONPUBLIC_BLOCKED
2654,Pregradski &#8220;Šumski Šaptat&#8221;,https://drycured.com/?post_type=dry_recipe&p=2654,pending,NEEDS_CLASSIFICATION,none,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2655,Križevački &#8220;Začinski Vjetar&#8221;,https://drycured.com/?post_type=dry_recipe&p=2655,pending,NEEDS_CLASSIFICATION,none,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2656,Našički &#8220;Ratarski Sjećaj&#8221;,https://drycured.com/?post_type=dry_recipe&p=2656,pending,NEEDS_CLASSIFICATION,none,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2657,Draževački &#8220;Veteranski Sjećaj&#8221;,https://drycured.com/?post_type=dry_recipe&p=2657,pending,NEEDS_CLASSIFICATION,none,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION,C_NONPUBLIC_BLOCKED
2658,Kalničkog &#8220;Gorski Trag&#8221;,https://drycured.com/?post_type=dry_recipe&p=2658,pending,NEEDS_CLASSIFICATION,none,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2659,Podravski &#8220;Zaboravljeni Vrbovec&#8221;,https://drycured.com/?post_type=dry_recipe&p=2659,pending,NEEDS_CLASSIFICATION,none,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2660,Koprivnički &#8220;Seoski Izvor&#8221;,https://drycured.com/?post_type=dry_recipe&p=2660,pending,NEEDS_CLASSIFICATION,none,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2661,Đurđevački &#8220;Ribarski Sjaj&#8221;,https://drycured.com/?post_type=dry_recipe&p=2661,pending,NEEDS_CLASSIFICATION,none,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,FISH_OR_SEAFOOD,RECLASSIFY,FISH_TITLE:riba,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS;FISH_MISSING_SALTING_OR_BRINE,C_NONPUBLIC_BLOCKED
2662,Ludbreški &#8220;Planinski Trag&#8221;,https://drycured.com/?post_type=dry_recipe&p=2662,pending,NEEDS_CLASSIFICATION,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION,C_NONPUBLIC_BLOCKED
2663,Virovski &#8220;Šumski Biseri&#8221;,https://drycured.com/?post_type=dry_recipe&p=2663,pending,NEEDS_CLASSIFICATION,none,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2664,BABIC (Tradicionalna babić kobasica),https://drycured.com/recepti-baza/babic-tradicionalna-babic-kobasica/,publish,GROUND_MEAT_OR_CASING,high,9,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2665,MUȘCHI ȚIGĂNESC (Ciganski vrat),https://drycured.com/recepti-baza/muschi-tiganesc-ciganski-vrat/,publish,GROUND_MEAT_OR_CASING,high,6,3,0,2,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,RECLASSIFY,CALIBRATION_ACCEPTED:TITLE_WHOLE_CUT_SIGNAL:vrat,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2666,CÂRNAȚI DE BURDUF (Sirnate kobasice),https://drycured.com/recepti-baza/carnati-de-burduf-sirnate-kobasice/,publish,GROUND_MEAT_OR_CASING,high,8,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2667,ȘUNCĂ DE MANGALIȚA AFUMATĂ (Dimljena mangulica šunka),https://drycured.com/recepti-baza/sunca-de-mangalita-afumata-dimljena-mangulica-sunka/,publish,WHOLE_CUT,high,5,8,0,2,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:sunka,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2668,CÂRNAŢI DE PLEŞCOI (Pleščojske kobasice),https://drycured.com/recepti-baza/carnati-de-plescoi-plescojske-kobasice/,publish,GROUND_MEAT_OR_CASING,high,8,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2669,Privatno: TOBĂ (Tradidicionalna rumunjska tlačenica),https://drycured.com/?post_type=dry_recipe&p=2669,private,THERMAL_PROCESSED,high,5,1,6,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,THERMAL_PROCESSED,KEEP,THERMAL_TITLE:tlacenica,PASS,,D_NONPUBLIC_REVIEW_READY
2670,GHIUDEM (Suha kobasica od ovčetine),https://drycured.com/recepti-baza/ghiudem-suha-kobasica-od-ovcetine/,publish,GROUND_MEAT_OR_CASING,high,8,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2671,Basturma (Бастурма &#8211; Začinjeno sušeno goveđe meso),https://drycured.com/?post_type=dry_recipe&p=2671,draft,WHOLE_CUT,medium,2,3,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,WHOLE_CUT,KEEP,,PASS,,D_NONPUBLIC_REVIEW_READY
2672,Koryushka (Корюшка &#8211; Dimljena mala riba),https://drycured.com/?post_type=dry_recipe&p=2672,draft,GROUND_MEAT_OR_CASING,medium,3,2,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_CASING;GROUND_MISSING_FAT_HANDLING,FISH_OR_SEAFOOD,RECLASSIFY,FISH_TITLE:riba,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_CASING;GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2673,Svinaya Vyrezka (Свиная вырезка &#8211; Sušeni svinjski file),https://drycured.com/?post_type=dry_recipe&p=2673,draft,NEEDS_CLASSIFICATION,low,2,2,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PROBLEM_WITHOUT_SOLUTION_SIGNAL,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2674,Vetchina (Ветчина &#8211; Domaća kuhana šunka),https://drycured.com/?post_type=dry_recipe&p=2674,draft,THERMAL_PROCESSED,medium,2,5,4,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,WHOLE_CUT,RECLASSIFY,"THERMAL_TITLE:kuhana sunka,kuhana;CALIBRATION_ACCEPTED:TITLE_WHOLE_CUT_SIGNAL:sunka",PASS,,D_NONPUBLIC_REVIEW_READY
2675,Sadržaj,https://drycured.com/?post_type=dry_recipe&p=2675,pending,NEEDS_CLASSIFICATION,none,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2676,Napomena o danskoj Medister kobasici,https://drycured.com/?post_type=dry_recipe&p=2676,pending,NEEDS_CLASSIFICATION,none,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2677,? Savjeti za serviranje:,https://drycured.com/?post_type=dry_recipe&p=2677,pending,NEEDS_CLASSIFICATION,none,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2678,Sastojci za 4 kg smjese:,https://drycured.com/?post_type=dry_recipe&p=2678,draft,GROUND_MEAT_OR_CASING,low,2,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,,,TYPE_CONFLICT_NEEDS_REVIEW,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2679,Napomena o belgijskom Boudin Blanc,https://drycured.com/?post_type=dry_recipe&p=2679,pending,NEEDS_CLASSIFICATION,none,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2680,ŠKOTSKI STOVIES MEAT (KONZERVIRANO USOLJENO MESO),https://drycured.com/?post_type=dry_recipe&p=2680,draft,NEEDS_CLASSIFICATION,none,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
